Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase,CLTV,Total Service,CLTV per Purchase,Cluster,Predicted Tenure Months to Churn,Tenure Months,Index
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,122200.0,7239700.0,2,59.244680851063826,1,15,2,428
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,123695.00000000001,3138200.0000000005,2,25.37046768260641,0,14,2,429
Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,124345.00000000001,6931600.0,3,55.744903293256655,3,32,2,430
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,111345.00000000001,5041400.000000001,1,45.27729130180969,0,9,2,431
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,117520.00000000001,5404100.0,2,45.98451327433628,0,15,2,432
Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,58045.0,6051500.0,0,104.25531914893617,2,3,2,433
Bandung,High End,No,No,No,No,No,No,Pulsa,92235.00000000001,7007000.0,0,75.96899224806201,1,8,2,434
Bandung,High End,No,No,Yes,No,No,Yes,Pulsa,111604.99999999999,4254900.000000001,2,38.124635993011076,0,12,2,435
Jakarta,High End,No,No,No,No,No,No,Pulsa,91455.0,3472300.0,0,37.96730632551528,4,7,2,436
Bandung,High End,No,No,No,No,No,No,Digital Wallet,97304.99999999999,6991400.000000001,0,71.85036740146963,1,5,2,437
Jakarta,High End,No,No,No,No,No,No,Pulsa,98670.00000000001,2731300.0,0,27.681159420289852,4,9,2,438
Bandung,High End,No,No,Yes,Yes,No,No,Pulsa,103804.99999999999,4264000.0,2,41.07701941139637,0,13,2,439
Bandung,High End,No,No,No,No,No,Yes,Debit,103675.0,5249400.000000001,1,50.6332288401254,1,15,2,440
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,124604.99999999999,4927000.0,3,39.54094940010433,0,18,2,441
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26455.000000000004,7315100.0,0,276.5110565110565,2,5,2,442
Bandung,High End,No,No,No,No,Yes,Yes,Debit,116415.0,5006300.0,2,43.00390843104411,0,19,2,443
Jakarta,High End,No,No,No,Yes,Yes,Yes,Pulsa,122460.00000000001,4829500.0,3,39.437367303609335,0,17,2,444
Jakarta,High End,No,Yes,No,No,No,No,Pulsa,106600.00000000001,3966300.0,1,37.20731707317073,0,12,2,445
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,58955.00000000001,4521400.000000001,0,76.69239250275635,4,4,2,446
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25480.000000000004,3695900.0,0,145.05102040816325,4,6,2,447
Jakarta,High End,No,No,Yes,No,No,Yes,Digital Wallet,112060.0,3859700.0000000005,2,34.4431554524362,0,11,2,448
Bandung,High End,No,Yes,No,No,No,No,Pulsa,97110.00000000001,3643900.0,1,37.523427041499325,0,11,2,449
Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,64025.00000000001,4517500.0,1,70.55837563451776,4,8,2,450
Jakarta,Mid End,No,No,No,No,No,Yes,Pulsa,45110.00000000001,4089800.0,1,90.66282420749278,4,6,2,451
Jakarta,High End,No,No,No,No,No,No,Pulsa,90545.00000000001,3019900.0,0,33.35247666905958,4,8,2,452
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25805.000000000004,3070600.0,0,118.99244332493701,4,5,2,453
Jakarta,High End,No,Yes,No,No,No,Yes,Pulsa,116350.00000000001,2684500.0,2,23.07262569832402,0,13,2,454
Bandung,High End,No,No,No,No,No,No,Credit,90740.0,3016000.0,0,33.2378223495702,4,14,2,455
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,123435.0,5840900.000000001,3,47.319641916798325,3,21,2,456
Jakarta,High End,No,No,No,No,Yes,No,Digital Wallet,112905.0,6765200.0,1,59.919401266551525,1,8,2,457
Jakarta,Mid End,Yes,No,Yes,No,No,No,Digital Wallet,71630.00000000001,5505500.0,2,76.86025408348456,1,11,2,458
Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,124800.00000000001,4408300.0,2,35.322916666666664,0,15,2,459
Jakarta,Mid End,No,No,Yes,Yes,Yes,Yes,Pulsa,99320.00000000001,3906500.0,4,39.33246073298429,0,21,2,460
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,104325.0,6571500.0,1,62.99065420560748,1,10,2,461
Bandung,High End,No,No,No,No,No,No,Pulsa,89635.0,6792500.0,0,75.77955039883975,1,8,2,462
Jakarta,Mid End,No,No,No,No,No,No,Debit,59864.99999999999,6060600.0,0,101.23778501628665,2,10,2,463
Jakarta,High End,No,No,No,No,No,No,Pulsa,91845.00000000001,2845700.0000000005,0,30.983722576079263,4,8,2,464
Bandung,High End,No,No,No,No,Yes,No,Pulsa,103675.0,6723600.0,1,64.85266457680251,1,9,2,465
Bandung,High End,No,Yes,No,No,No,No,Debit,95615.0,7538700.0,1,78.84432358939497,1,17,2,466
Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,58435.0,7670000.0,0,131.25695216907675,2,2,2,467
Jakarta,Mid End,No,No,No,No,No,Yes,Debit,80664.99999999999,6947200.0,1,86.12409347300566,1,16,2,468
Jakarta,High End,No,No,Yes,No,No,No,Digital Wallet,104780.0,3487900.0,1,33.287841191066995,0,7,2,469
Bandung,Mid End,Yes,No,No,No,No,No,Digital Wallet,73710.00000000001,7228000.0,1,98.05996472663138,1,8,2,470
Jakarta,Mid End,No,No,No,No,Yes,Yes,Pulsa,58825.0,5935800.0,2,100.9060773480663,1,13,2,471
Bandung,Mid End,No,No,No,No,No,No,Credit,59800.00000000001,3467100.0,0,57.97826086956521,4,11,2,472
Jakarta,High End,No,No,No,No,No,No,Pulsa,91975.00000000001,5729100.0,0,62.289752650176666,1,7,2,473
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,122005.0,5450900.000000001,2,44.67767714437934,0,15,2,474
Bandung,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,135720.0,6097000.0,4,44.923371647509576,3,36,2,475
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,58695.0,3508700.0000000005,0,59.77851605758583,4,5,2,476
Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,118820.00000000001,6630000.0,2,55.79868708971553,1,14,2,477
Jakarta,High End,No,Yes,Yes,No,No,No,Debit,103610.00000000001,3950700.0000000005,2,38.130489335006274,0,23,2,478
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,57655.0,3341000.0,0,57.94813979706877,4,4,2,479
Bandung,Mid End,No,No,No,No,No,No,Pulsa,57395.0,7351500.0,0,128.08607021517554,2,6,2,480
Jakarta,Mid End,No,Yes,No,Yes,No,No,Credit,71565.0,7611500.0,2,106.35785649409628,1,19,2,481
Bandung,Mid End,No,Yes,No,No,No,No,Digital Wallet,64480.00000000001,4678700.0,1,72.56048387096773,4,7,2,482
Bandung,Mid End,Yes,No,Yes,No,Yes,No,Debit,86320.00000000001,5878600.0,3,68.1024096385542,1,27,2,483
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,104845.00000000001,7261800.0,1,69.26224426534407,1,10,2,484
Jakarta,Mid End,Yes,Yes,No,No,No,Yes,Pulsa,55380.0,6042400.000000001,3,109.1079812206573,1,26,2,485
Jakarta,High End,No,No,Yes,Yes,No,Yes,Credit,117000.0,5072600.0,3,43.355555555555554,0,21,2,486
Bandung,Mid End,No,No,No,No,No,No,Pulsa,31655.000000000004,4261400.000000001,0,134.62012320328543,4,4,2,487
Jakarta,High End,No,No,No,No,No,No,Pulsa,91910.00000000001,3511300.0,0,38.203677510608195,4,7,2,488
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,32565.000000000004,6253000.0,0,192.01596806387224,2,5,2,489
Jakarta,High End,No,No,Yes,No,No,No,Pulsa,102960.00000000001,5492500.0,1,53.34595959595959,1,10,2,490
Jakarta,High End,No,No,No,No,No,No,Pulsa,88075.0,2988700.0000000005,0,33.93357933579336,4,8,2,491
Bandung,High End,No,No,No,No,No,No,Debit,91000.0,3806400.0,0,41.82857142857143,4,13,2,492
Bandung,Mid End,No,Yes,No,No,No,No,Digital Wallet,70720.0,3322800.0,1,46.98529411764706,4,9,2,493
Bandung,High End,No,No,No,No,No,No,Pulsa,91520.00000000001,7393100.0,0,80.78124999999999,1,8,2,494
Jakarta,Mid End,No,No,No,Yes,No,No,Pulsa,40170.0,3718000.0,1,92.55663430420712,4,6,2,495
Bandung,Mid End,No,No,No,No,No,No,Credit,57980.00000000001,6349200.0,0,109.50672645739908,2,11,2,496
Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,58500.0,7415200.0,0,126.75555555555556,2,3,2,497
Jakarta,High End,No,No,No,No,No,No,Pulsa,99450.0,7727200.0,0,77.69934640522875,1,8,2,498
Jakarta,High End,No,No,No,No,No,No,Pulsa,98215.0,5616000.0,0,57.180675049636,1,7,2,499
Jakarta,High End,No,No,No,No,Yes,Yes,Debit,122460.00000000001,6888700.0,2,56.25265392781316,1,22,2,500
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25350.0,3229200.0000000005,0,127.3846153846154,4,6,2,501
Jakarta,High End,No,No,No,No,No,No,Credit,97370.0,2701400.0,0,27.74365821094793,4,14,2,502
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25675.0,3441100.0,0,134.0253164556962,4,6,3,503
Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,65845.0,3738800.0,0,56.78183613030602,4,3,3,504
Jakarta,High End,No,No,No,No,No,No,Credit,97695.00000000001,2951000.0,0,30.206254158349964,4,15,3,505
Jakarta,High End,No,No,No,No,No,No,Debit,90415.0,3738800.0,0,41.35154565061107,4,13,3,506
Jakarta,High End,No,No,No,No,No,No,Pulsa,97825.0,7667400.000000001,0,78.37873754152825,1,8,3,507
Jakarta,Mid End,No,No,Yes,No,Yes,No,Digital Wallet,52195.0,6123000.0,2,117.31008717310087,1,8,3,508
Bandung,Mid End,No,No,No,No,Yes,No,Digital Wallet,71695.00000000001,7407400.000000001,1,103.31822302810517,1,5,3,509
Bandung,High End,No,Yes,No,No,No,Yes,Credit,118950.0,7339800.0,2,61.704918032786885,1,27,3,510
Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,122979.99999999999,3924700.0000000005,2,31.91331923890064,0,13,3,511
Bandung,High End,No,No,No,No,No,No,Pulsa,98865.0,3809000.0,0,38.52728468113084,4,8,3,512
Jakarta,Mid End,No,Yes,No,No,No,No,Digital Wallet,64870.00000000001,7260500.0,1,111.92384769539076,1,9,3,513
Jakarta,High End,No,No,No,No,No,No,Credit,97565.0,4618900.000000001,0,47.341772151898745,4,12,3,514
Jakarta,High End,No,No,No,No,No,No,Credit,97630.0,6454500.0,0,66.11185086551265,1,15,3,515
Bandung,Mid End,No,No,Yes,No,No,Yes,Pulsa,53495.0,3008200.0000000005,2,56.23329283110572,4,11,3,516
Jakarta,Mid End,No,No,Yes,No,No,No,Pulsa,65195.00000000001,4254900.000000001,1,65.26420737786641,4,7,3,517
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,58955.00000000001,3185000.0,0,54.02425578831311,4,5,3,518
Jakarta,Mid End,Yes,Yes,No,No,No,No,Digital Wallet,46085.00000000001,2723500.0,2,59.097320169252455,4,12,3,519
Jakarta,Mid End,No,No,No,No,Yes,No,Digital Wallet,47385.00000000001,4895800.0,1,103.31961591220849,4,4,3,520
Jakarta,Mid End,No,No,No,Yes,No,No,Digital Wallet,40300.00000000001,6658600.0,1,165.22580645161287,2,5,3,521
Bandung,Mid End,No,No,No,No,No,Yes,Pulsa,45695.0,3883100.0,1,84.97866287339971,4,6,3,522
Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,71630.00000000001,5735600.0,2,80.0725952813067,1,11,3,523
Jakarta,High End,No,Yes,No,No,No,No,Pulsa,105755.0,3663400.0,1,34.640442532267976,0,12,3,524
Jakarta,High End,No,No,Yes,Yes,No,No,Credit,104130.0,5629000.0,2,54.05742821473159,1,18,3,525
Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,118365.0,2852200.0000000005,2,24.09665019220209,0,16,3,526
Jakarta,High End,No,No,No,No,No,No,Credit,96330.0,7354100.0,0,76.34278002699055,1,13,3,527
Jakarta,High End,No,No,No,No,No,No,Digital Wallet,97500.0,4147000.0,0,42.53333333333333,4,6,3,528
Bandung,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,128310.0,5090800.0,4,39.6757852077001,3,22,3,529
Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Debit,136954.99999999997,4760600.0,4,34.760322733744665,0,32,3,530
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,131235.0,6956300.0,3,53.00643883110451,3,26,3,531
Bandung,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,137670.00000000003,3529500.0,4,25.637393767705376,0,26,3,532
Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Credit,128700.00000000001,6806800.0,4,52.888888888888886,3,37,3,533
Bandung,High End,No,No,No,No,No,No,Pulsa,90545.00000000001,3147300.0,0,34.75951184493898,4,8,3,534
Bandung,High End,No,No,No,No,Yes,No,Pulsa,103025.0,5437900.000000001,1,52.78233438485805,1,8,3,535
Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,112905.0,4629300.0,2,41.001727115716754,0,12,3,536
Jakarta,High End,No,No,Yes,Yes,Yes,No,Digital Wallet,114854.99999999999,6762600.0,3,58.87945670628184,3,15,3,537
Bandung,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,136500.0,7748000.0,4,56.76190476190476,3,41,3,538
Jakarta,Mid End,No,No,Yes,No,No,No,Pulsa,63895.0,7277400.000000001,1,113.89623601220754,1,9,3,539
Jakarta,High End,No,No,No,No,No,No,Pulsa,96720.00000000001,5739500.0,0,59.34139784946235,1,7,3,540
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25805.000000000004,2805400.0,0,108.7153652392947,4,5,3,541
Bandung,Mid End,No,No,No,No,No,No,Pulsa,32890.0,4604600.0,0,140.0,4,4,3,542
Jakarta,Mid End,No,No,No,No,No,Yes,Pulsa,71890.0,4147000.0,1,57.68535262206148,4,6,3,543
Bandung,Mid End,Yes,No,No,No,No,No,Credit,38610.0,3396900.0,1,87.97979797979798,4,15,3,544
Bandung,Mid End,No,No,No,No,No,No,Pulsa,58500.0,5388500.0,0,92.11111111111111,2,4,3,545
Bandung,Mid End,No,No,No,No,No,No,Pulsa,32825.0,2714400.0,0,82.6930693069307,4,6,3,546
Bandung,Mid End,No,No,No,Yes,Yes,Yes,Pulsa,90155.0,4576000.0,3,50.75702956020187,0,16,3,547
Bandung,High End,Yes,Yes,No,No,No,No,Pulsa,102830.0,6940700.0,2,67.4968394437421,1,21,3,548
Jakarta,High End,No,No,No,No,No,No,Pulsa,100100.00000000001,4066400.0,0,40.623376623376615,4,8,3,549
Bandung,Mid End,No,No,No,No,No,No,Pulsa,32175.000000000004,4553900.000000001,0,141.53535353535355,4,4,3,550
Jakarta,Mid End,No,No,No,No,Yes,No,Credit,45760.00000000001,7085000.0,1,154.82954545454544,2,14,3,551
Jakarta,Mid End,No,Yes,Yes,No,No,No,Digital Wallet,72995.0,3300700.0000000005,2,45.21816562778273,0,17,3,552
Jakarta,Mid End,No,Yes,No,Yes,No,No,Digital Wallet,47905.0,7572500.0,2,158.07327001356853,1,9,3,553
Jakarta,Mid End,No,No,No,Yes,Yes,No,Pulsa,82680.0,4101500.0,2,49.606918238993714,0,11,3,554
Bandung,High End,No,Yes,No,No,Yes,No,Pulsa,108875.0,6307600.0,2,57.93432835820896,1,19,3,555
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,102050.0,4637100.0,1,45.439490445859875,0,7,3,556
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25805.000000000004,4417400.000000001,0,171.183879093199,4,4,3,557
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,104520.00000000001,4984200.0,1,47.686567164179095,0,7,3,558
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,123760.0,5428800.0,2,43.865546218487395,0,16,3,559
Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25740.000000000004,5619900.000000001,0,218.33333333333334,2,6,3,560
Bandung,Mid End,No,Yes,No,No,No,No,Pulsa,38480.00000000001,3554200.0000000005,1,92.36486486486486,4,9,3,561
Bandung,High End,No,No,No,No,No,No,Pulsa,91520.00000000001,3238300.0,0,35.38352272727272,4,9,3,562
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,104390.0,4175600.0000000005,1,40.00000000000001,0,7,3,563
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,125580.0,4238000.0,2,33.74741200828157,0,17,3,564
Jakarta,High End,No,No,Yes,No,Yes,Yes,Debit,132015.00000000003,5824000.0,3,44.11619891678975,3,34,3,565
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,103870.0,5677100.0,1,54.655819774718395,1,8,3,566
Jakarta,High End,No,No,No,No,No,No,Pulsa,100035.00000000001,5756400.000000001,0,57.54385964912281,1,8,3,567
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,103220.00000000001,3182400.0,1,30.831234256926948,0,10,3,568
Jakarta,High End,No,No,No,Yes,No,Yes,Pulsa,111540.0,7333300.0,2,65.74592074592074,1,16,3,569
Jakarta,High End,No,No,No,No,No,No,Pulsa,96525.0,4169100.0000000005,0,43.1919191919192,4,7,3,570
Jakarta,High End,No,No,No,No,No,Yes,Debit,110175.0,2618200.0000000005,1,23.764011799410035,0,12,3,571
Jakarta,High End,No,No,No,Yes,No,No,Debit,103545.00000000001,6546800.0,1,63.22661644695542,1,16,3,572
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,110890.0,6414200.0,1,57.842907385697536,1,13,3,573
Bandung,High End,Yes,No,No,Yes,Yes,No,Digital Wallet,114790.0,5831800.0,3,50.80407701019253,3,17,3,574
Bandung,Mid End,Yes,Yes,No,No,No,No,Pulsa,71955.0,7523100.0,2,104.55284552845528,1,16,3,575
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26715.000000000004,5349500.0,0,200.24330900243305,2,12,3,576
Jakarta,Mid End,No,Yes,No,No,Yes,Yes,Pulsa,65780.0,6240000.0,3,94.86166007905139,1,28,3,577
Bandung,High End,No,No,No,No,No,No,Pulsa,98540.0,7117500.0,0,72.22955145118733,1,9,3,578
Jakarta,High End,No,No,No,No,No,No,Pulsa,91390.0,3949400.0,0,43.21479374110953,4,6,3,579
Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,123630.0,7619300.0,3,61.629863301787594,3,28,3,580
Jakarta,High End,No,No,No,No,No,No,Credit,97175.0,5163600.0,0,53.137123745819395,1,12,3,581
Jakarta,High End,No,No,No,No,No,No,Pulsa,98150.0,7732400.000000001,0,78.78145695364239,1,8,3,582
Bandung,High End,No,No,No,No,No,No,Pulsa,98604.99999999999,5280600.0,0,53.55306526038234,1,7,3,583
Jakarta,High End,No,No,No,No,No,No,Pulsa,91390.0,6714500.0,0,73.47083926031294,1,8,3,584
Jakarta,High End,No,No,No,Yes,Yes,No,Digital Wallet,109070.00000000001,4503200.0,2,41.28724672228843,0,11,3,585
Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Pulsa,127270.00000000001,5629000.0,4,44.2288049029622,3,35,3,586
Bandung,High End,No,Yes,No,No,No,No,Pulsa,103220.00000000001,4551300.0,1,44.09319899244332,0,11,3,587
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,116285.00000000001,4668300.0,2,40.145332588038,0,12,3,588
Jakarta,Mid End,No,No,No,No,Yes,No,Credit,69420.0,3581500.0,1,51.59176029962547,4,13,3,589
Jakarta,Mid End,No,No,No,No,Yes,No,Credit,71110.0,4335500.0,1,60.96892138939671,4,12,3,590
Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,44525.0,3642600.0,2,81.81021897810218,4,10,3,591
Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25480.000000000004,6500000.0,0,255.1020408163265,2,9,3,592
Bandung,High End,No,No,Yes,No,No,Yes,Pulsa,119405.0,3515200.0000000005,2,29.439303211758304,0,12,3,593
Bandung,Mid End,No,No,No,No,No,No,Pulsa,56290.0,6303700.0,0,111.98614318706697,2,6,3,594
Bandung,High End,No,No,No,No,No,No,Debit,96720.00000000001,2670200.0000000005,0,27.607526881720432,4,14,3,595
Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,57589.99999999999,6373900.000000001,0,110.67720090293457,2,3,3,596
Bandung,High End,No,Yes,No,No,Yes,No,Digital Wallet,116479.99999999999,6095700.0,2,52.33258928571429,1,15,4,597
Bandung,High End,No,No,Yes,No,No,Yes,Pulsa,115505.0,3580200.0000000005,2,30.99606077658976,0,12,4,598
Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Digital Wallet,78520.0,7449000.0,3,94.86754966887418,1,17,4,599
Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,137345.0,6061900.000000001,5,44.13629910080455,3,44,4,600
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,103870.0,6069700.0,1,58.43554443053817,1,11,4,601
Jakarta,Mid End,No,No,No,No,Yes,Yes,Pulsa,57915.0,7286500.0,2,125.81369248035915,1,14,4,602
Jakarta,High End,No,No,Yes,No,No,No,Debit,97240.0,7646600.0,1,78.63636363636364,1,14,4,603
Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,130260.00000000001,3445000.0,3,26.44710578842315,0,24,4,604
Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,65519.99999999999,5718700.0,0,87.28174603174604,2,3,4,605
Bandung,High End,No,No,No,No,No,No,Credit,91065.0,4680000.0,0,51.39186295503212,4,11,4,606
Bandung,High End,No,No,No,No,No,No,Pulsa,97435.0,4830800.0,0,49.579719813208804,4,6,4,607
Jakarta,High End,No,Yes,No,Yes,No,Yes,Pulsa,121550.0,5920200.0,3,48.705882352941174,3,28,4,608
Jakarta,High End,No,No,No,No,No,No,Pulsa,96655.0,4708600.0,0,48.71553463349025,4,5,4,609
Jakarta,Mid End,No,Yes,No,Yes,No,No,Digital Wallet,73450.0,7485400.000000001,2,101.91150442477877,1,10,4,610
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,31785.0,6381700.0,0,200.77709611451942,2,5,4,611
Bandung,High End,No,No,No,No,No,No,Pulsa,97045.00000000001,5216900.000000001,0,53.75753516409913,1,7,4,612
Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,64220.0,5791500.0,1,90.18218623481782,1,9,4,613
Jakarta,High End,No,No,Yes,No,No,No,Pulsa,96070.00000000001,5822700.0,1,60.608930987821374,1,10,4,614
Bandung,High End,No,Yes,No,No,No,Yes,Pulsa,117065.0,4175600.0000000005,2,35.66907273736813,0,14,4,615
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,111345.00000000001,3029000.0,1,27.203736135434905,0,9,4,616
Jakarta,High End,No,No,No,No,No,No,Pulsa,97370.0,2758600.0,0,28.331108144192257,4,8,4,617
Jakarta,Mid End,No,No,No,No,No,Yes,Pulsa,70590.0,7584200.0,1,107.44014732965009,1,10,4,618
Jakarta,Mid End,No,No,Yes,No,No,No,Pulsa,38545.0,5469100.0,1,141.88870151770658,2,6,4,619
Jakarta,Mid End,No,No,No,No,No,No,Credit,67275.0,5024500.0,0,74.68599033816425,4,10,4,620
Jakarta,High End,No,Yes,No,No,No,No,Debit,99645.00000000001,5954000.0,1,59.75212002609262,1,19,4,621
Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,58890.0,4475900.000000001,0,76.00441501103754,4,3,4,622
Jakarta,Mid End,No,No,No,Yes,No,Yes,Credit,79885.0,2770300.0,2,34.67860048820179,0,19,4,623
Jakarta,High End,No,No,No,No,No,No,Debit,93860.00000000001,7368400.000000001,0,78.50415512465374,1,14,4,624
Jakarta,Mid End,No,Yes,No,No,No,No,Credit,65910.00000000001,6409000.0,1,97.23865877712029,1,18,4,625
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,114985.00000000001,3192800.0,2,27.76710005652911,0,14,4,626
Jakarta,High End,No,No,Yes,No,No,No,Pulsa,95875.0,6533800.0,1,68.14915254237287,1,10,4,627
Bandung,High End,No,No,No,No,No,Yes,Pulsa,102895.00000000001,7490600.0,1,72.79848389134554,1,11,4,628
Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,66105.0,7001800.0,0,105.91937069813176,2,3,4,629
Bandung,Mid End,No,No,No,No,No,No,Debit,32759.999999999996,6102200.0,0,186.2698412698413,2,11,4,630
Bandung,High End,No,Yes,No,No,No,No,Debit,101335.00000000001,6974500.0,1,68.8261706221937,1,21,4,631
Jakarta,High End,No,Yes,No,No,No,Yes,Pulsa,115635.0,7732400.000000001,2,66.8690275435638,1,18,4,632
Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Debit,127530.0,3763500.0,4,29.510703363914374,0,25,4,633
Jakarta,High End,No,No,No,No,No,No,Pulsa,97955.0,2886000.0,0,29.46250829462508,4,9,4,634
Jakarta,Mid End,No,Yes,No,No,Yes,Yes,Debit,89245.0,6856200.0,3,76.8244719592134,1,33,4,635
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,105104.99999999999,3849300.0,1,36.62337662337663,0,7,4,636
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,104455.0,5417100.0,1,51.860609831985066,1,8,4,637
Jakarta,High End,Yes,No,No,No,Yes,Yes,Pulsa,129479.99999999999,6120400.000000001,3,47.2690763052209,3,26,4,638
Jakarta,High End,No,No,No,No,No,No,Pulsa,98865.0,4790500.0,0,48.45496383957922,4,6,4,639
Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,59800.00000000001,6819800.0,0,114.04347826086955,2,3,4,640
Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,64155.0,7615400.000000001,1,118.70314083080042,1,11,4,641
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,101205.0,2782000.0,1,27.488760436737316,0,10,4,642
Bandung,High End,No,Yes,Yes,No,No,No,Debit,109265.0,7217600.0,2,66.05591909577632,1,27,4,643
Bandung,Mid End,No,No,No,No,No,No,Pulsa,66170.0,7398300.0,0,111.8074656188605,2,6,4,644
Bandung,High End,No,No,No,No,Yes,No,Pulsa,105300.0,4668300.0,1,44.333333333333336,0,8,4,645
Bandung,High End,No,Yes,No,No,Yes,No,Pulsa,119145.00000000001,2782000.0,2,23.349699945444623,0,17,4,646
Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,132210.0,3610100.0,3,27.305801376597838,0,26,4,647
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,102700.0,2710500.0,1,26.39240506329114,0,9,4,648
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,27235.0,7568600.0,0,277.8997613365155,2,12,4,649
Bandung,Mid End,No,No,No,No,No,No,Pulsa,59800.00000000001,6236100.0,0,104.28260869565216,2,6,4,650
Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,127335.00000000001,3341000.0,3,26.2378764675855,0,23,4,651
Jakarta,High End,No,No,No,No,No,No,Digital Wallet,96720.00000000001,7590700.0,0,78.48118279569891,1,3,4,652
Bandung,High End,No,No,No,No,No,No,Debit,92170.00000000001,5573100.0,0,60.465444287729184,1,13,4,653
